Model ID	Name	Reaction	Subsystem	Lower Bound	Upper Bound	Gene-Protein-Rule (GPR)	Reaction Type	BiGG ID	KEGG ID	ModelSEED ID	Confidence Score	Evidence
EX_pheme_e	Protoheme exchange	pheme_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_pheme_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_pi_e	Phosphate exchange	pi_e <=> 	Extracellular exchange	-1000	1000	-	Pseudo	EX_pi_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_pnto__R_e	(R)-Pantothenate exchange	pnto__R_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_pnto__R_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_ppa_e	Propionate exchange	ppa_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_ppa_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_ppal_e	Propanal exchange	ppal_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_ppal_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_pppn_e	Phenylpropanoate exchange	pppn_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_pppn_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_ppt_e	Phosphonate exchange	ppt_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_ppt_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_pro__L_e	L-Proline exchange	pro__L_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_pro__L_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_progly_e	L-Prolinylglycine exchange	progly_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_progly_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_psclys_e	Psicoselysine exchange	psclys_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_psclys_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_pser__L_e	O-Phospho-L-serine exchange	pser__L_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_pser__L_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_ptrc_e	Putrescine exchange	ptrc_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_ptrc_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_pyr_e	Pyruvate exchange	pyr_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_pyr_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_r5p_e	Alpha-D-Ribose 5-phosphate exchange	r5p_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_r5p_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_raffin_e	Raffinose exchange	raffin_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_raffin_e	-	-	2	strains able to utilise this substrate according to Biolog
EX_rbt_e	Ribitol exchange	rbt_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_rbt_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_rib__D_e	D-Ribose exchange	rib__D_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_rib__D_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_rmn_e	L-Rhamnose exchange	rmn_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_rmn_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_sbt__D_e	D-Sorbitol exchange	sbt__D_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_sbt__D_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_ser__D_e	D-Serine exchange	ser__D_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_ser__D_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_ser__L_e	L-Serine exchange	ser__L_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_ser__L_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_skm_e	Shikimate exchange	skm_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_skm_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_so2_e	Sulfur dioxide exchange	so2_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_so2_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_so3_e	Sulfite exchange	so3_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_so3_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_so4_e	Sulfate exchange	so4_e <=> 	Extracellular exchange	-1000	1000	-	Pseudo	EX_so4_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_spmd_e	Spermidine exchange	spmd_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_spmd_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_srb__L_e	L-sorbose exchange	srb__L_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_srb__L_e	-	-	2	strains able to utilise this substrate according to Biolog
EX_succ_e	Succinate exchange	succ_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_succ_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_sucr_e	Sucrose exchange	sucr_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_sucr_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_sulfac_e	Sulfoacetate exchange	sulfac_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_sulfac_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_tag__D_e	D-tagatose exchange	tag__D_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_tag__D_e	-	-	2	strains able to utilise this substrate according to Biolog
EX_tartr__L_e	L-tartrate exchange	tartr__L_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_tartr__L_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_taur_e	Taurine exchange	taur_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_taur_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_tcb_e	Tricarballylate exchange	tcb_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_tcb_e	-	-	2	strains able to utilise this substrate according to Biolog
EX_tcynt_e	Thiocyanate exchange	tcynt_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_tcynt_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_thm_e	Thiamin exchange	thm_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_thm_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_thr__L_e	L-Threonine exchange	thr__L_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_thr__L_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_thrp_e	L-Threonine O-3-phosphate exchange	thrp_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_thrp_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_thym_e	Thymine exchange	thym_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_thym_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_thymd_e	Thymidine exchange	thymd_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_thymd_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_tma_e	Trimethylamine exchange	tma_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_tma_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_tmao_e	Trimethylamine N-oxide exchange	tmao_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_tmao_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_tre_e	Trehalose exchange	tre_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_tre_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_trp__L_e	L-Tryptophan exchange	trp__L_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_trp__L_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_tsul_e	Thiosulfate exchange	tsul_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_tsul_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_ttdca_e	Tetradecanoate (n-C14:0) exchange	ttdca_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_ttdca_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_ttdcea_e	Tetradecenoate (n-C14:1) exchange	ttdcea_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_ttdcea_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_tungs_e	Tungstate exchange	tungs_e <=> 	Extracellular exchange	-1000	1000	-	Pseudo	EX_tungs_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_tur_e	Turanose exchange	tur_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_tur_e	-	-	2	strains able to utilise this substrate according to Biolog
EX_tym_e	Tyramine exchange	tym_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_tym_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_tyr__L_e	L-Tyrosine exchange	tyr__L_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_tyr__L_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_tyrp_e	Phosphotyrosine exchange	tyrp_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_tyrp_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_uacgam_e	UDP-N-acetyl-D-glucosamine exchange	uacgam_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_uacgam_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_udpacgal_e	UDP-N-acetyl-D-galactosamine exchange	udpacgal_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_udpacgal_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_udpg_e	UDPglucose exchange	udpg_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_udpg_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_udpgal_e	UDPgalactose exchange	udpgal_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_udpgal_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_udpglcur_e	UDP-D-glucuronate exchange	udpglcur_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_udpglcur_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_ump_e	UMP exchange	ump_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_ump_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_ura_e	Uracil exchange	ura_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_ura_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_urea_e	Urea exchange	urea_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_urea_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_uri_e	Uridine exchange	uri_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_uri_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_val__L_e	L-Valine exchange	val__L_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_val__L_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_xan_e	Xanthine exchange	xan_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_xan_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_xmp_e	Xanthosine 5'-phosphate exchange	xmp_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_xmp_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_xtsn_e	Xanthosine exchange	xtsn_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_xtsn_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_xyl__D_e	D-Xylose exchange	xyl__D_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_xyl__D_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_xylu__L_e	L-Xylulose exchange	xylu__L_e --> 	Extracellular exchange	0	1000	-	Pseudo	EX_xylu__L_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
EX_zn2_e	Zinc exchange	zn2_e <=> 	Extracellular exchange	-1000	1000	-	Pseudo	EX_zn2_e	-	-	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
F6PA	Fructose 6-phosphate aldolase	f6p_c <=> dha_c + g3p_c	Glycolysis/Gluconeogenesis	-1000	1000	KPN_04242	Catalytic	F6PA	-	rxn08429	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
F6PP	D-fructose 6-phosphate phosphatase	f6p_c + h2o_c --> fru_c + pi_c	Alternate Carbon Metabolism	0	1000	KPN_00856	Catalytic	F6PP	-	rxn08430	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
F6Pt6_2pp	Fructose-6-phosphate transport via phosphate antiport (periplasm)	f6p_p + 2.0 pi_c --> f6p_c + 2.0 pi_p	"Transport, Inner Membrane"	0	1000	KPN_04069	Transport	F6Pt6_2pp	-	rxn08432	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
F6Ptex	Fructose 6-phosphate transport via diffusion (extracellular to periplasm)	f6p_e <=> f6p_p	"Transport, Outer Membrane"	-1000	1000	KPN_00282 or KPN_02636 or KPN_02430 or KPN_00956 or KPN_01445	Transport	F6Ptex	-	rxn08432	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FA100ACPHi	Fatty-acyl-ACP hydrolase	dcaACP_c + h2o_c --> ACP_c + dca_c + h_c	Cell Envelope Biosynthesis	0	1000	KPN_00355	Catalytic	FA100ACPHi	-	rxn08433	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FA120ACPHi	Fatty-acyl-ACP hydrolase	ddcaACP_c + h2o_c --> ACP_c + ddca_c + h_c	Cell Envelope Biosynthesis	0	1000	KPN_00355	Catalytic	FA120ACPHi	-	rxn06556	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FA140ACPHi	Fatty-acyl-ACP hydrolase	h2o_c + myrsACP_c --> ACP_c + h_c + ttdca_c	Cell Envelope Biosynthesis	0	1000	KPN_00355	Catalytic	FA140ACPHi	-	rxn21082	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FA141ACPHi	Fatty-acyl-ACP hydrolase	h2o_c + tdeACP_c --> ACP_c + h_c + ttdcea_c	Cell Envelope Biosynthesis	0	1000	KPN_00355	Catalytic	FA141ACPHi	-	rxn08435	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FA160ACPHi	Fatty-acyl-ACP hydrolase	h2o_c + palmACP_c --> ACP_c + h_c + hdca_c	Cell Envelope Biosynthesis	0	1000	KPN_00355	Catalytic	FA160ACPHi	-	rxn08436	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FA161ACPHi	Fatty-acyl-ACP hydrolase	h2o_c + hdeACP_c --> ACP_c + h_c + hdcea_c	Cell Envelope Biosynthesis	0	1000	KPN_00355	Catalytic	FA161ACPHi	-	rxn08437	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FA80ACPHi	Fatty-acyl-ACP hydrolase	h2o_c + ocACP_c --> ACP_c + h_c + octa_c	Cell Envelope Biosynthesis	0	1000	KPN_00355	Catalytic	FA80ACPHi	-	rxn08438	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FACOAE100	Fatty-acid-CoA thioesterase (decanoate)	dcacoa_c + h2o_c --> coa_c + dca_c + h_c	Cell Envelope Biosynthesis	0	1000	KPN_00415	Catalytic	FACOAE100	-	rxn08439	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FACOAE120	Fatty-acid-CoA thioesterase (dodecanoate)	ddcacoa_c + h2o_c --> coa_c + ddca_c + h_c	Cell Envelope Biosynthesis	0	1000	KPN_00415	Catalytic	FACOAE120	-	rxn08440	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FACOAE140	Fatty-acid-CoA thioesterase (tetradecanoate)	h2o_c + tdcoa_c --> coa_c + h_c + ttdca_c	Cell Envelope Biosynthesis	0	1000	KPN_00415	Catalytic	FACOAE140	-	rxn08441	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FACOAE141	Fatty-acid-CoA thioesterase (tetradecenoate)	h2o_c + tdecoa_c --> coa_c + h_c + ttdcea_c	Cell Envelope Biosynthesis	0	1000	KPN_00415	Catalytic	FACOAE141	-	rxn08442	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FACOAE160	Fatty-acid-CoA thioesterase (hexadecanoate)	h2o_c + pmtcoa_c --> coa_c + h_c + hdca_c	Cell Envelope Biosynthesis	0	1000	KPN_00415	Catalytic	FACOAE160	R01274	rxn00943	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FACOAE161	Fatty-acid-CoA thioesterase (hexadecenoate)	h2o_c + hdcoa_c --> coa_c + h_c + hdcea_c	Cell Envelope Biosynthesis	0	1000	KPN_00415	Catalytic	FACOAE161	-	rxn08443	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FACOAE180	Fatty-acid-CoA thioesterase (octadecanoate)	h2o_c + stcoa_c --> coa_c + h_c + ocdca_c	Cell Envelope Biosynthesis	0	1000	KPN_00415	Catalytic	FACOAE180	R08174	rxn08444	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FACOAE181	Fatty-acid-CoA thioesterase (octadecenoate)	h2o_c + odecoa_c --> coa_c + h_c + ocdcea_c	Cell Envelope Biosynthesis	0	1000	KPN_00415	Catalytic	FACOAE181	-	rxn08445	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FACOAE60	Fatty-acid-CoA thioesterase (hexanoate)	h2o_c + hxcoa_c --> coa_c + h_c + hxa_c	Cell Envelope Biosynthesis	0	1000	KPN_00415	Catalytic	FACOAE60	-	rxn08446	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FACOAE80	Fatty-acid-CoA thioesterase (octanoate)	h2o_c + occoa_c --> coa_c + h_c + octa_c	Cell Envelope Biosynthesis	0	1000	KPN_00415	Catalytic	FACOAE80	-	rxn08447	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FACOAL100t2pp	Fatty-acid-CoA ligase (decanoate transport via vectoral Co-A coupling)	atp_c + coa_c + dca_p + h_p --> amp_c + dcacoa_c + h_c + ppi_c	Cell Envelope Biosynthesis	0	1000	KPN_02322	Catalytic	FACOAL100t2pp	-	rxn08448	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FACOAL120t2pp	Fatty-acid-CoA ligase (dodecanoate transport via vectoral Co-A coupling)	atp_c + coa_c + ddca_p + h_p --> amp_c + ddcacoa_c + h_c + ppi_c	Cell Envelope Biosynthesis	0	1000	KPN_02322	Catalytic	FACOAL120t2pp	-	rxn08449	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FACOAL140t2pp	Fatty-acid-CoA ligase (tetradecanoate transport via vectoral Co-A coupling)	atp_c + coa_c + h_p + ttdca_p --> amp_c + h_c + ppi_c + tdcoa_c	Cell Envelope Biosynthesis	0	1000	KPN_02322	Catalytic	FACOAL140t2pp	-	rxn08450	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FACOAL141t2pp	Fatty-acid-CoA ligase (tetradecenoate transport via vectoral Co-A coupling)	atp_c + coa_c + h_p + ttdcea_p --> amp_c + h_c + ppi_c + tdecoa_c	Cell Envelope Biosynthesis	0	1000	KPN_02322	Catalytic	FACOAL141t2pp	R00762	rxn00549	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FACOAL160t2pp	Fatty-acid-CoA ligase (hexadecanoate transport via vectoral Co-A coupling)	atp_c + coa_c + h_p + hdca_p --> amp_c + h_c + pmtcoa_c + ppi_c	Cell Envelope Biosynthesis	0	1000	KPN_02322	Catalytic	FACOAL160t2pp	R03163	rxn02263	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FACOAL161t2pp	Fatty-acid-CoA ligase (hexadecenoate transport via vectoral Co-A coupling)	atp_c + coa_c + h_p + hdcea_p --> amp_c + h_c + hdcoa_c + ppi_c	Cell Envelope Biosynthesis	0	1000	KPN_02322	Catalytic	FACOAL161t2pp	-	rxn08453	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FACOAL180t2pp	Fatty-acid-CoA ligase (octadecanoate transport via vectoral Co-A coupling)	atp_c + coa_c + h_p + ocdca_p --> amp_c + h_c + ppi_c + stcoa_c	Cell Envelope Biosynthesis	0	1000	KPN_02322	Catalytic	FACOAL180t2pp	-	rxn08454	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FACOAL181t2pp	Fatty-acid-CoA ligase (octadecenoate transport via vectoral Co-A coupling)	atp_c + coa_c + h_p + ocdcea_p --> amp_c + h_c + odecoa_c + ppi_c	Cell Envelope Biosynthesis	0	1000	KPN_02322	Catalytic	FACOAL181t2pp	-	rxn08455	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FACOAL60t2pp	Fatty-acid-CoA ligase (hexanoate transport via vectoral Co-A coupling)	atp_c + coa_c + h_p + hxa_p --> amp_c + h_c + hxcoa_c + ppi_c	Cell Envelope Biosynthesis	0	1000	KPN_02322	Catalytic	FACOAL60t2pp	-	rxn08456	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FACOAL80t2pp	Fatty-acid-CoA ligase (octanoate transport via vectoral Co-A coupling)	atp_c + coa_c + h_p + octa_p --> amp_c + h_c + occoa_c + ppi_c	Cell Envelope Biosynthesis	0	1000	KPN_02322	Catalytic	FACOAL80t2pp	-	rxn08457	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FADRx	FAD reductase	fad_c + h_c + nadh_c --> fadh2_c + nad_c	Cofactor and Prosthetic Group Biosynthesis	0	1000	KPN_04338	Catalytic	FADRx	R09748	rxn08458	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FADRx2	FAD reductase	fad_c + h_c + nadph_c --> fadh2_c + nadp_c	Cofactor and Prosthetic Group Biosynthesis	0	1000	KPN_03119 and KPN_03118	Catalytic	FADRx2	R09520	rxn08459	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FALDH2	Formaldehyde dehydrogenase	hmgth_c + nad_c <=> Sfglutth_c + h_c + nadh_c	Cofactor and Prosthetic Group Biosynthesis	-1000	1000	KPN_01952	Catalytic	FALDH2	R06983	rxn04792; rxn08460	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FALDtex	Formaldehyde transport via diffusion (extracellular to periplasm)	fald_e <=> fald_p	"Transport, Outer Membrane"	-1000	1000	KPN_00282 or KPN_02636 or KPN_02430 or KPN_00956 or KPN_01445	Transport	FALDtex	-	rxn08461; rxn08462	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FBA	Fructose-bisphosphate aldolase	fdp_c <=> dhap_c + g3p_c	Glycolysis/Gluconeogenesis	-1000	1000	KPN_03354 or KPN_02549	Catalytic	FBA	R01068	rxn00786	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FBP	Fructose-bisphosphatase	fdp_c + h2o_c --> f6p_c + pi_c	Glycolysis/Gluconeogenesis	0	1000	KPN_04626 or KPN_04001	Catalytic	FBP	R00762	rxn00549	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FCI	L-fucose isomerase	fuc__L_c <=> fcl__L_c	Alternate Carbon Metabolism	-1000	1000	KPN_03153	Catalytic	FCI	R03163	rxn02263	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
FCLK	L-fuculokinase	atp_c + fcl__L_c --> adp_c + fc1p_c + h_c	Alternate Carbon Metabolism	0	1000	KPN_03154	Catalytic	FCLK	R03241	rxn02319	-	Inherited from previous K. pneumoniae MGH78578 model (iYL1228). See PMID: 21296962 for more information.
